SEQ_NUM,SEQ_,BLOCK_NM,REGNUM_BLOCK,A_47,W_3,W_4,W_8,W_13,W_15,W_16,W_17,W_18,W_20,W_21,W_24,W_25,W_27,W_28,W_29,W_30,W_31,W_36,W_38,W_39,W_40,W_41,wa1_age,wa2_fam,wa3_liveterm,wa4_child,wa5_direct,wa6_fac,wa7_construct,wa8_weakYN,wa9_weakscore,wa10_application,Price.percent,num.Apt,subway.km,walk.YN,num.House,facility_near,hospital_near_km,hospital_near_min,supply_tot,news_3month,news_6month,supply.ratio
2351,2351,A11-1,1539_A11-1,0,46F,L,1539,1st,N,n,0,RESI,5,5,0,1,1,0,73,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2353,2353,A11-1,1540_A11-1,0,46F,L,1540,1st,N,n,0,RESI,4,4,0,1,0,0,89,n,n,n,N,N,N,0,3,1,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2365,2365,A11-1,1568_A11-1,5000000,46F,W,1568,1st,N,n,0,RESI,0,11,0,3,15,50,64,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2369,2369,A11-1,1575_A11-1,0,46F,W,1575,1st,N,n,2,RESI,0,10,0,3,18,0,46,n,n,n,N,N,N,0,2,3,3,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2373,2373,A11-1,2005_A11-1,0,46F,L,2005,1st,6R,n,0,RESI,2,2,-3,1,2,0,63,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2376,2376,A11-1,2019_A11-1,0,46F,W,2019,1st,3R,n,1,RESI,6,9,0,2,2,0,52,n,n,n,N,N,N,0,3,2,1,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2394,2394,A11-1,2060_A11-1,0,46F,W,2060,1st,N,n,1,RESI,0,7,0,1,9,0,51,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2396,2396,A11-1,2064_A11-1,0,46F,L,2064,1st,N,n,1,RESI,0,2,-3,2,1,0,45,n,n,n,N,N,N,0,2,2,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2399,2399,A11-1,2077_A11-1,3680000,46F,W,2077,1st,N,n,0,RESI,0,10,0,1,13,59,31,n,Y,n,N,N,N,0,1,1,3,0,0,3,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2401,2401,A11-1,3006_A11-1,0,46F,W,3006,1st,N,n,0,RESI,7,7,0,1,9,0,68,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2414,2414,A11-1,3020_A11-1,1120000,46F,L,3020,1st,3R,n,0,RESI,5,5,0,1,2,32,64,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2420,2420,A11-1,3036_A11-1,0,46F,W,3036,1st,2R,n,0,RESI,4,7,0,1,0,0,51,n,n,n,N,N,N,0,3,1,0,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2422,2422,A11-1,3042_A11-1,5500000,46F,L,3042,1st,N,n,0,RESI,4,4,-3,1,1,55,73,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2424,2424,A11-1,3053_A11-1,0,46F,W,3053,1st,3R,n,0,RESI,7,7,0,1,12,0,52,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2442,2442,A11-1,3072_A11-1,0,46F,W,3072,1st,N,n,0,RESI,6,9,0,2,2,0,67,n,Y,n,N,N,N,0,3,2,1,0,0,3,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2470,2470,A11-1,3119_A11-1,0,46F,W,3119,1st,N,n,2,RESI,0,10,0,3,6,0,41,n,n,n,N,N,N,0,2,3,3,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2474,2474,A11-1,3140_A11-1,0,46F,L,3140,1st,N,n,1,RESI,0,5,0,2,1,0,40,n,n,n,N,N,N,0,2,2,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2477,2477,A11-1,3146_A11-1,0,46F,L,3146,1st,N,n,0,RESI,0,4,0,1,0,0,57,n,n,n,N,N,N,0,3,1,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2479,2479,A11-1,3148_A11-1,2540000,46F,W,3148,1st,N,n,1,RESI,0,9,0,2,3,59,54,n,n,n,N,N,N,0,3,2,2,0,0,0,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2482,2482,A11-1,3165_A11-1,0,46F,W,3165,1st,N,n,0,RESI,0,7,0,1,10,0,63,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2501,2501,A11-1,3538_A11-1,0,46F,W,3538,1st,2R,n,0,RESI,7,10,0,1,9,0,61,n,n,n,N,N,N,0,3,1,3,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2515,2515,A11-1,3563_A11-1,0,46F,L,3563,1st,N,n,0,RESI,0,4,0,1,23,0,27,n,n,n,N,N,N,0,0,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2517,2517,A11-1,3576_A11-1,0,46F,L,3576,1st,N,n,0,RESI,0,5,0,2,2,0,46,n,n,n,N,N,N,0,2,2,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2521,2521,A11-1,3591_A11-1,0,46F,L,3591,1st,N,n,0,RESI,0,3,-3,1,13,0,49,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2523,2523,A11-1,3593_A11-1,0,46F,L,3593,1st,N,n,2,RESI,0,5,-3,3,1,0,45,n,n,n,N,N,N,0,2,3,1,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2527,2527,A11-1,3594_A11-1,6000000,46F,W,3594,1st,N,n,0,RESI,0,14,0,3,14,60,47,Y,n,n,N,N,N,0,2,3,3,0,3,0,0,,0,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2531,2531,A11-1,3601_A11-1,0,46F,W,3601,1st,N,n,0,RESI,0,7,0,1,14,0,63,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2535,2535,A11-1,4004_A11-1,0,46F,W,4004,1st,N,n,0,RESI,7,7,0,1,18,0,65,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2541,2541,A11-1,4007_A11-1,0,46F,W,4007,1st,4R,n,0,RESI,5,8,0,2,0,0,58,n,n,n,N,N,N,0,3,2,0,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2557,2557,A11-1,4025_A11-1,0,46F,W,4025,1st,3R,n,0,RESI,6,9,0,0,13,0,54,n,n,n,N,N,N,0,3,0,3,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2559,2559,A11-1,4026_A11-1,0,46F,L,4026,1st,2R,n,0,RESI,3,6,0,0,0,0,61,n,n,n,N,N,N,0,3,0,0,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2560,2560,A11-1,4028_A11-1,0,46F,W,4028,1st,N,n,0,RESI,5,8,0,1,2,0,68,n,n,n,N,N,N,0,3,1,1,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2584,2584,A11-1,4079_A11-1,0,46F,W,4079,1st,N,n,0,RESI,0,7,0,1,7,0,58,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2586,2586,A11-1,4082_A11-1,0,46F,L,4082,1st,N,n,1,RESI,0,3,0,2,0,0,35,n,n,n,N,N,N,0,1,2,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2589,2589,A11-1,4085_A11-1,0,46F,W,4085,1st,N,n,0,RESI,0,12,0,1,10,0,42,Y,n,n,N,N,N,0,2,1,3,0,3,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2597,2597,A11-1,4505_A11-1,0,46F,L,4505,1st,N,n,0,RESI,5,5,0,2,0,0,68,n,n,n,N,N,N,0,3,2,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2618,2618,A11-1,4539_A11-1,0,46F,L,4539,1st,N,n,0,RESI,2,2,-3,1,1,0,70,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2626,2626,A11-1,4545_A11-1,0,46F,L,4545,1st,2R,n,0,RESI,3,3,-3,2,1,0,75,n,n,n,N,N,N,0,3,2,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2647,2647,A11-1,4585_A11-1,0,46F,W,4585,1st,N,n,0,RESI,0,7,0,1,31,0,81,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2649,2649,A11-1,4586_A11-1,3750000,46F,W,4586,1st,N,n,0,RESI,0,7,0,2,7,51,26,n,n,n,N,N,N,0,0,2,3,0,0,0,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2652,2652,A11-1,4588_A11-1,0,46F,W,4588,1st,N,n,0,RESI,0,6,0,4,0,0,63,n,n,n,N,N,N,0,3,3,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2685,2685,A11-1,5046_A11-1,0,46F,W,5046,1st,N,n,2,RESI,0,9,0,3,1,0,56,n,n,n,N,N,N,0,3,3,1,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2689,2689,A11-1,5052_A11-1,0,46F,W,5052,1st,N,n,0,RESI,0,7,0,1,9,0,53,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2691,2691,A11-1,5053_A11-1,0,46F,W,5053,1st,N,n,2,RESI,0,9,0,3,8,0,31,n,n,n,N,N,N,0,1,3,3,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2695,2695,A11-1,5054_A11-1,0,46F,L,5054,1st,N,n,0,RESI,0,4,0,1,0,0,50,n,n,n,N,N,N,0,3,1,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2697,2697,A11-1,5055_A11-1,0,46F,W,5055,1st,N,n,2,RESI,0,10,0,3,12,0,47,n,n,n,N,N,N,0,2,3,3,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2701,2701,A11-1,5057_A11-1,4980000,46F,L,5057,1st,N,n,0,RESI,0,3,-3,1,1,61,30,n,n,n,N,N,N,0,1,1,1,0,0,0,0,,0,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2703,2703,A11-1,5058_A11-1,0,46F,W,5058,1st,N,n,2,RESI,0,13,0,3,13,0,41,n,n,n,N,N,N,0,2,3,3,2,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2707,2707,A11-1,5062_A11-1,0,46F,L,5062,1st,N,n,0,RESI,0,4,0,1,0,0,52,n,n,n,N,N,N,0,3,1,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2709,2709,A11-1,5069_A11-1,0,46F,W,5069,1st,N,n,1,RESI,0,8,0,2,1,0,45,n,n,n,N,N,N,0,2,2,1,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2712,2712,A11-1,5070_A11-1,0,46F,L,5070,1st,N,n,0,RESI,0,6,0,2,1,0,69,n,n,n,N,N,N,0,3,2,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2734,2734,A11-1,5563_A11-1,0,46F,L,5563,1st,N,n,0,RESI,0,4,0,1,0,0,64,n,n,n,N,N,N,0,3,1,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2736,2736,A11-1,5564_A11-1,4900000,46F,L,5564,1st,N,n,0,RESI,0,6,-3,1,5,49,28,n,Y,n,N,N,N,0,0,1,3,0,0,3,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2738,2738,A11-1,5566_A11-1,0,46F,L,5566,1st,N,n,0,RESI,0,2,-3,1,1,0,60,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2741,2741,A11-1,5569_A11-1,6500000,46F,W,5569,1st,N,n,0,RESI,0,11,0,2,8,65,59,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2744,2744,A11-1,5573_A11-1,0,46F,L,5573,1st,N,n,0,RESI,0,4,0,1,0,0,56,n,n,n,N,N,N,0,3,1,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2746,2746,A11-1,5576_A11-1,0,46F,W,5576,1st,N,n,1,RESI,0,11,0,2,5,0,53,Y,n,n,N,N,N,0,3,2,3,0,3,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2749,2749,A11-1,5577_A11-1,0,46F,L,5577,1st,N,n,0,RESI,0,6,0,1,22,0,49,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2751,2751,A11-1,5578_A11-1,4150000,46F,L,5578,1st,N,n,0,RESI,0,5,0,1,3,42,31,n,n,n,N,N,N,0,1,1,2,0,0,0,0,,0,1,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2761,2761,A11-1,6012_A11-1,0,46F,L,6012,1st,N,n,0,RESI,5,5,0,1,1,0,73,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2766,2766,A11-1,6016_A11-1,0,46F,W,6016,1st,3R,n,1,RESI,7,7,0,2,8,0,45,n,n,n,N,N,N,0,2,2,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2769,2769,A11-1,6017_A11-1,0,46F,L,6017,1st,N,n,0,RESI,5,5,0,1,1,0,72,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2774,2774,A11-1,6029_A11-1,0,46F,L,6029,1st,N,n,0,RESI,5,5,0,1,1,0,72,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2784,2784,A11-1,6049_A11-1,0,46F,L,6049,1st,3R,n,0,RESI,2,2,-3,1,1,0,61,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2818,2818,A11-1,6093_A11-1,0,46F,L,6093,1st,N,n,2,RESI,0,5,-3,3,4,0,39,n,n,n,N,N,N,0,1,3,2,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2822,2822,A11-1,6100_A11-1,0,46F,W,6100,1st,N,n,2,RESI,0,9,0,2,5,0,43,n,n,n,N,N,N,0,2,2,3,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2839,2839,A11-1,7011_A11-1,0,46F,W,7011,1st,N,n,0,RESI,5,8,0,1,4,0,43,Y,n,n,N,N,N,0,2,1,2,0,3,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2854,2854,A11-1,7053_A11-1,0,46F,W,7053,1st,N,n,0,RESI,0,9,0,3,8,0,54,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2859,2859,A11-1,7057_A11-1,0,46F,W,7057,1st,N,n,1,RESI,0,9,0,3,8,0,58,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2908,2908,A11-1,10067_A11-1,2600000,46F,L,10067,1st,N,n,0,RESI,0,6,0,2,16,26,36,n,n,n,N,N,N,0,1,2,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2911,2911,A11-1,10080_A11-1,0,46F,W,10080,1st,N,n,2,RESI,0,8,0,3,1,0,41,n,n,n,N,N,N,0,2,3,1,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2915,2915,A11-1,10092_A11-1,0,46F,L,10092,1st,N,n,0,RESI,0,5,0,1,10,0,31,n,n,n,N,N,N,0,1,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2917,2917,A11-1,10094_A11-1,0,46F,W,10094,1st,N,n,1,RESI,0,11,0,2,15,0,50,n,n,n,N,N,N,0,3,2,3,0,0,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2920,2920,A11-1,10096_A11-1,5100000,46F,L,10096,1st,N,n,0,RESI,0,4,-3,1,1,51,61,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2922,2922,A11-1,10109_A11-1,4800000,46F,W,10109,1st,N,n,0,RESI,0,13,0,2,26,48,61,Y,n,n,N,N,N,0,3,2,3,0,3,0,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2925,2925,A11-1,10116_A11-1,3830000,46F,W,10116,1st,N,n,2,RESI,0,11,0,3,4,41,51,n,n,n,N,N,N,0,3,3,2,2,0,0,0,,0,1,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2965,2965,A11-1,10572_A11-1,0,46F,L,10572,1st,N,n,0,RESI,0,5,0,1,2,0,67,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2967,2967,A11-1,10573_A11-1,0,46F,L,10573,1st,N,n,2,RESI,0,6,0,3,0,0,38,n,n,n,N,N,N,0,1,3,0,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2971,2971,A11-1,10576_A11-1,0,46F,W,10576,1st,N,n,1,RESI,0,9,0,4,22,0,59,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2976,2976,A11-1,10585_A11-1,0,46F,W,10585,1st,N,n,2,RESI,0,11,0,3,5,0,50,n,n,n,N,N,N,0,3,3,3,2,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2980,2980,A11-1,10588_A11-1,0,46F,W,10588,1st,N,n,0,RESI,0,9,0,3,13,0,53,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2984,2984,A11-1,10591_A11-1,0,46F,W,10591,1st,N,n,0,RESI,0,7,0,1,6,0,53,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2986,2986,A11-1,10596_A11-1,0,46F,L,10596,1st,N,n,0,RESI,0,4,0,1,2,0,45,n,n,n,N,N,N,0,2,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
2998,2998,A11-1,12018_A11-1,0,46F,W,12018,1st,N,n,0,RESI,7,7,0,1,5,0,74,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3025,3025,A11-1,12038_A11-1,2320000,46F,L,12038,1st,N,n,0,RESI,6,6,0,1,0,52,72,n,n,n,N,N,N,0,3,1,0,0,0,0,0,,0,2,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3027,3027,A11-1,12057_A11-1,0,46F,W,12057,1st,N,n,0,RESI,3,9,0,1,1,0,36,Y,n,n,N,N,N,0,1,1,1,0,3,0,0,Y,3,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3042,3042,A11-1,12076_A11-1,0,46F,L,12076,1st,N,n,0,RESI,0,6,0,1,4,0,54,n,n,n,N,N,N,0,3,1,2,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3044,3044,A11-1,12080_A11-1,0,46F,L,12080,1st,N,n,0,RESI,0,2,0,1,0,0,31,n,n,n,N,N,N,0,1,1,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3046,3046,A11-1,12081_A11-1,0,46F,W,12081,1st,N,n,1,RESI,0,8,0,3,14,0,49,n,n,n,N,N,N,0,2,3,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3050,3050,A11-1,12085_A11-1,6500000,46F,W,12085,1st,N,n,0,RESI,0,12,0,3,5,65,54,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3054,3054,A11-1,12086_A11-1,0,46F,L,12086,1st,N,n,1,RESI,0,6,0,2,12,0,39,n,n,n,N,N,N,0,1,2,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3057,3057,A11-1,12088_A11-1,0,46F,W,12088,1st,N,n,1,RESI,0,8,0,2,15,0,56,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3060,3060,A11-1,12090_A11-1,0,46F,L,12090,1st,N,n,0,RESI,0,5,0,1,2,0,52,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3062,3062,A11-1,12092_A11-1,0,46F,W,12092,1st,N,n,1,RESI,0,7,0,1,5,0,51,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3064,3064,A11-1,12093_A11-1,0,46F,W,12093,1st,N,n,0,RESI,0,7,0,1,21,0,57,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3066,3066,A11-1,12108_A11-1,0,46F,W,12108,1st,N,n,0,RESI,0,9,0,3,6,0,66,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3070,3070,A11-1,12111_A11-1,0,46F,L,12111,1st,N,n,0,RESI,0,5,0,2,0,0,61,n,n,n,N,N,N,0,3,2,0,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3073,3073,A11-1,12124_A11-1,7090000,46F,W,12124,1st,N,n,0,RESI,0,7,-3,2,2,71,39,Y,n,n,N,N,N,0,1,2,1,0,3,0,0,,0,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3076,3076,A11-1,12126_A11-1,0,46F,L,12126,1st,N,n,0,RESI,0,2,-3,1,4,0,48,n,n,n,N,N,N,0,2,1,2,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3089,3089,A11-1,12520_A11-1,9180000,46F,L,12520,1st,2R,n,0,RESI,4,4,-5,0,6,107,88,n,n,n,N,N,N,0,3,0,3,0,0,0,0,,0,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3090,3090,A11-1,12525_A11-1,3100000,46F,W,12525,1st,3R,n,0,RESI,5,8,0,1,3,42,32,n,n,n,N,N,N,0,1,1,2,0,0,0,0,Y,3,1,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3108,3108,A11-1,12552_A11-1,0,46F,L,12552,1st,N,n,0,RESI,0,0,-5,1,1,0,57,n,n,n,N,N,N,0,3,1,1,0,0,0,0,,0,0,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3110,3110,A11-1,12558_A11-1,6100000,46F,W,12558,1st,N,n,2,RESI,0,12,0,3,3,61,47,n,n,n,N,N,N,0,2,3,2,2,0,0,0,,0,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
3114,3114,A11-1,12559_A11-1,5900000,46F,W,12559,1st,N,n,0,RESI,0,8,0,1,2,64,29,n,n,n,N,N,N,0,0,1,1,0,0,0,0,Y,3,3,0.417262834,24447,2.17,n,216005,0.1,10.06,46,1144,14,30,0.974342319
