,SEQ_NUM,SEQ_,BLOCK_NM,REGNUM_BLOCK,A_47,W_3,W_4,W_8,W_13,W_15,W_16,W_17,W_18,W_20,W_21,W_24,W_25,W_27,W_28,W_29,W_30,W_31,W_36,W_38,W_39,W_40,W_41,wa1_age,wa2_fam,wa3_liveterm,wa4_child,wa5_direct,wa6_fac,wa7_construct,wa8_weakYN,wa9_weakscore,wa10_application,Price.percent,num.Apt,subway.km,walk.YN,num.House,supply
6754,36826,1767,A8-1,80225_A8-1,1750000,46F,W,80225,3rd,N,n,1,N_RESI,3,3,0,2,0,35,31,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6755,36829,1770,A8-1,80226_A8-1,0,46F,W,80226,2nd,N,n,1,N_RESI,3,3,0,2,0,0,37,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6756,36837,1778,A8-1,80230_A8-1,1800000,46F,L,80230,3rd,N,Y,1,N_RESI,2,2,0,2,0,18,28,n,n,n,1,1st,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6759,36844,1785,A8-1,80240_A8-1,1200000,46F,W,80240,3rd,N,n,1,N_RESI,3,3,0,2,0,12,33,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6761,36852,1793,A8-1,80247_A8-1,560000,46F,W,80247,3rd,N,n,1,N_RESI,2,2,0,2,0,28,28,n,n,n,1,1st,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6762,36857,1798,A8-1,80249_A8-1,0,46F,W,80249,1st,N,n,1,RESI,2,2,0,2,0,0,29,n,n,n,3,1st,RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6764,36865,1806,A8-1,80253_A8-1,3480000,46F,W,80253,1st,N,n,2,RESI,10,10,0,3,2,78,31,n,n,n,3,1st,RESI,2,1,3,1,2,0,0,0,,0,3,0.492160423,29157,2.3,n,238111,96
6765,36868,1809,A8-1,80255_A8-1,5350000,46F,W,80255,3rd,N,n,1,N_RESI,5,5,0,2,0,59,36,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
6766,36870,1811,A8-1,80260_A8-1,2760000,46F,W,80260,3rd,N,n,1,N_RESI,6,6,0,2,0,62,34,n,n,n,5,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,3,0.492160423,29157,2.3,n,238111,96
6767,36873,1814,A8-1,80261_A8-1,2400000,46F,W,80261,3rd,N,n,1,N_RESI,3,3,0,2,0,24,36,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6769,36878,1819,A8-1,80270_A8-1,4120000,46F,W,80270,3rd,N,n,1,N_RESI,5,5,0,2,0,51,34,n,n,n,4,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
6770,36881,1822,A8-1,80276_A8-1,1000000,46F,L,80276,3rd,N,Y,1,N_RESI,3,3,0,2,0,10,34,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6771,36883,1824,A8-1,80278_A8-1,0,46F,L,80278,3rd,N,Y,1,N_RESI,3,3,0,2,0,0,31,n,n,n,4,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6772,36886,1827,A8-1,80281_A8-1,0,46F,W,80281,1st,N,n,2,RESI,5,5,-3,3,22,0,25,n,n,n,3,1st,RESI,2,0,3,3,2,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6773,36890,1831,A8-1,80282_A8-1,750000,46F,W,80282,3rd,N,n,1,N_RESI,3,3,0,2,0,30,38,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6774,36893,1834,A8-1,80283_A8-1,3500000,46F,W,80283,1st,N,n,1,RESI,3,3,0,2,1,35,28,n,n,n,2,1st,RESI,1,0,2,1,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6776,36898,1839,A8-1,80289_A8-1,950000,46F,W,80289,3rd,N,n,1,N_RESI,3,3,0,2,0,19,35,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6777,36905,1846,A8-1,80292_A8-1,0,46F,L,80292,2nd,N,Y,1,N_RESI,0,0,-3,2,0,0,35,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6778,36908,1849,A8-1,80293_A8-1,700000,46F,W,80293,2nd,N,n,1,N_RESI,2,2,0,2,0,9,27,n,n,n,1,1st,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6779,36911,1852,A8-1,80294_A8-1,3400000,46F,W,80294,3rd,N,n,1,N_RESI,0,0,-5,2,0,34,33,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6780,36917,1858,A8-1,80297_A8-1,0,46F,W,80297,1st,N,n,1,RESI,6,6,0,2,38,0,38,n,n,n,2,1st,RESI,1,1,2,3,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6781,36922,1863,A8-1,80302_A8-1,0,46F,L,80302,3rd,N,Y,1,N_RESI,4,4,0,2,0,0,40,n,n,n,3,1st,N_RESI,1,2,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6782,36925,1866,A8-1,80304_A8-1,0,46F,W,80304,2nd,N,n,1,N_RESI,3,3,0,2,0,0,35,n,n,n,5,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6787,36940,1881,A8-1,80316_A8-1,0,46F,W,80316,3rd,N,n,2,N_RESI,6,6,0,3,0,0,32,n,n,n,3,1st,N_RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6789,36955,1896,A8-1,80325_A8-1,3000000,46F,W,80325,1st,N,n,1,RESI,3,3,0,2,0,30,34,n,n,n,1,1st,RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6791,36965,1906,A8-1,80328_A8-1,11480000,46F,L,80328,3rd,N,Y,1,N_RESI,6,6,0,2,0,115,31,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,3,0.492160423,29157,2.3,n,238111,96
6792,36968,1909,A8-1,80329_A8-1,1990000,46F,W,80329,3rd,N,n,1,N_RESI,5,5,0,2,0,62,23,n,n,n,2,1st,N_RESI,1,0,2,0,0,0,0,0,,0,3,0.492160423,29157,2.3,n,238111,96
6794,36976,1917,A8-1,80338_A8-1,1390000,46F,W,80338,1st,N,n,2,RESI,7,7,0,3,0,49,29,n,n,n,4,2nd,RESI,2,0,3,0,2,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
6797,36985,1926,A8-1,80349_A8-1,1120000,46F,W,80349,3rd,N,n,1,N_RESI,2,2,0,2,0,12,24,n,n,n,1,1st,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6799,37000,1941,A8-1,80365_A8-1,1670000,46F,W,80365,1st,N,n,1,RESI,0,0,-5,2,0,44,36,n,n,n,1,1st,RESI,1,1,2,0,0,0,0,0,,0,1,0.492160423,29157,2.3,n,238111,96
6801,37004,1945,A8-1,80376_A8-1,1400000,46F,W,80376,2nd,N,n,1,N_RESI,4,4,0,2,0,42,38,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,1,0.492160423,29157,2.3,n,238111,96
6802,37007,1948,A8-1,80383_A8-1,1880000,46F,L,80383,2nd,N,Y,1,N_RESI,4,4,0,2,0,38,30,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,1,0.492160423,29157,2.3,n,238111,96
6805,37018,1959,A8-1,80391_A8-1,3750000,46F,W,80391,3rd,N,n,1,N_RESI,4,4,0,2,0,49,28,n,n,n,4,2nd,N_RESI,1,0,2,0,0,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
6806,37020,1961,A8-1,80392_A8-1,4070000,46F,L,80392,2nd,N,Y,1,N_RESI,5,5,0,2,0,53,30,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
6807,37022,1963,A8-1,80395_A8-1,3380000,46F,W,80395,3rd,N,n,1,N_RESI,8,8,0,2,0,53,35,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,Y,3,2,0.492160423,29157,2.3,n,238111,96
6808,37028,1969,A8-1,80410_A8-1,500000,46F,L,80410,3rd,N,Y,1,N_RESI,3,3,0,2,0,10,33,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6811,37034,1975,A8-1,80418_A8-1,0,46F,W,80418,2nd,N,n,1,N_RESI,4,4,0,3,0,0,34,n,n,n,1,1st,N_RESI,1,1,3,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6812,37039,1980,A8-1,80419_A8-1,0,46F,L,80419,1st,N,Y,2,RESI,3,3,-3,3,0,0,33,n,n,n,5,2nd,RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6814,37047,1988,A8-1,80429_A8-1,0,46F,W,80429,3rd,N,n,1,N_RESI,3,3,0,2,0,0,38,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6816,37062,2003,A8-1,80438_A8-1,600000,46F,L,80438,3rd,N,Y,1,N_RESI,3,3,0,2,0,10,31,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6817,37067,2008,A8-1,80440_A8-1,0,46F,L,80440,3rd,N,Y,1,N_RESI,3,3,0,2,0,0,31,n,n,n,5,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6819,37072,2013,A8-1,80442_A8-1,2720000,46F,L,80442,1st,N,Y,2,RESI,7,7,0,3,0,40,30,n,n,n,5,2nd,RESI,2,1,3,0,2,0,0,0,,0,1,0.492160423,29157,2.3,n,238111,96
6820,37076,2017,A8-1,80447_A8-1,1120000,46F,W,80447,3rd,N,n,2,N_RESI,8,8,0,3,0,56,36,n,n,n,5,2nd,N_RESI,2,1,3,0,2,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
6821,37080,2021,A8-1,80448_A8-1,1680000,46F,W,80448,2nd,N,n,1,N_RESI,3,3,0,2,0,25,33,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6822,37083,2024,A8-1,80449_A8-1,0,46F,W,80449,1st,N,Y,3,RESI,9,9,0,3,3,0,35,n,n,n,3,1st,RESI,3,1,3,2,3,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6824,37092,2033,A8-1,80451_A8-1,0,46F,W,80451,3rd,N,n,1,N_RESI,0,0,-5,2,0,0,34,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6826,37097,2038,A8-1,80459_A8-1,9100000,46F,W,80459,3rd,N,n,1,N_RESI,6,6,0,2,0,93,31,n,n,n,4,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,3,0.492160423,29157,2.3,n,238111,96
6827,37099,2040,A8-1,80461_A8-1,0,46F,W,80461,2nd,N,n,1,N_RESI,3,3,0,2,0,0,30,n,n,n,5,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6828,37102,2043,A8-1,80462_A8-1,0,46F,W,80462,3rd,N,n,1,N_RESI,3,3,0,2,0,0,36,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6829,37105,2046,A8-1,80467_A8-1,1280000,46F,W,80467,3rd,N,n,1,N_RESI,5,5,0,2,0,64,24,n,n,n,2,1st,N_RESI,1,0,2,0,0,0,0,0,,0,3,0.492160423,29157,2.3,n,238111,96
6831,37110,2051,A8-1,80470_A8-1,700000,46F,L,80470,3rd,N,Y,1,N_RESI,4,4,0,2,0,7,41,n,n,n,2,1st,N_RESI,1,2,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6833,37120,2061,A8-1,80481_A8-1,0,46F,W,80481,2nd,N,n,1,N_RESI,3,3,0,2,0,0,34,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6835,37129,2070,A8-1,80486_A8-1,850000,46F,W,80486,1st,N,n,2,RESI,8,8,0,3,28,17,28,n,n,n,3,1st,RESI,2,0,3,3,2,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6836,37133,2074,A8-1,80487_A8-1,0,46F,W,80487,3rd,N,n,1,N_RESI,3,3,0,2,0,0,34,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6837,37141,2082,A8-1,80493_A8-1,0,46F,W,80493,1st,N,n,1,RESI,5,5,0,2,4,0,37,n,n,n,4,2nd,RESI,1,1,2,2,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6838,37144,2085,A8-1,80500_A8-1,0,46F,W,80500,3rd,N,n,2,N_RESI,6,6,0,3,0,0,38,n,n,n,4,2nd,N_RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6839,37148,2089,A8-1,80501_A8-1,1420000,46F,W,80501,2nd,N,n,1,N_RESI,3,3,0,2,0,15,32,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6840,37150,2091,A8-1,80504_A8-1,2120000,46F,L,80504,3rd,N,Y,1,N_RESI,5,5,0,2,0,63,28,n,n,n,3,1st,N_RESI,1,0,2,0,0,0,0,0,,0,3,0.492160423,29157,2.3,n,238111,96
6841,37153,2094,A8-1,80506_A8-1,720000,46F,W,80506,3rd,N,n,2,N_RESI,6,6,0,3,0,32,32,n,n,n,4,2nd,N_RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6843,37162,2103,A8-1,80513_A8-1,270000,46F,W,80513,3rd,N,n,1,N_RESI,6,6,0,2,0,8,30,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,Y,3,0,0.492160423,29157,2.3,n,238111,96
6846,37168,2109,A8-1,80517_A8-1,0,46F,W,80517,1st,N,Y,1,RESI,5,5,0,2,4,0,30,n,n,n,3,1st,RESI,1,1,2,2,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6847,37171,2112,A8-1,80519_A8-1,1810000,46F,L,80519,2nd,N,Y,1,N_RESI,6,6,0,3,0,59,32,n,n,n,3,1st,N_RESI,1,1,3,0,0,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
6848,37178,2119,A8-1,80522_A8-1,0,46F,W,80522,2nd,N,n,1,N_RESI,3,3,0,2,0,0,32,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6849,37187,2128,A8-1,80526_A8-1,0,46F,W,80526,2nd,N,n,1,N_RESI,3,3,0,2,0,0,37,n,n,n,5,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6850,37193,2134,A8-1,80530_A8-1,370000,46F,L,80530,3rd,N,Y,1,N_RESI,3,3,0,2,0,6,36,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6851,37195,2136,A8-1,80536_A8-1,0,46F,L,80536,3rd,N,Y,1,N_RESI,3,3,0,2,0,0,33,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,2.3,n,238111,96
6854,37202,2143,A8-1,80543_A8-1,1170000,46F,W,80543,3rd,N,n,1,N_RESI,4,4,0,2,0,52,21,n,n,n,2,1st,N_RESI,1,0,2,0,0,0,0,0,,0,2,0.492160423,29157,2.3,n,238111,96
7496,40205,935,A9,9091_A9,0,46F,W,9091,1st,N,n,1,RESI,4,4,0,2,3,0,29,n,n,n,3,1st,RESI,1,0,2,2,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7504,40225,955,A9,9125_A9,0,46F,W,9125,3rd,N,n,1,RESI,3,3,0,2,0,0,31,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7507,40234,964,A9,9136_A9,0,46F,W,9136,2nd,N,n,0,RESI,3,3,0,2,0,0,37,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7512,40245,975,A9,9143_A9,0,46F,W,9143,2nd,N,Y,1,RESI,4,4,0,2,0,0,42,n,n,n,3,1st,N_RESI,1,2,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7562,40384,1114,A9,90007_A9,0,46F,W,90007,1st,N,n,1,RESI,0,0,-3,2,0,0,34,n,n,n,1,1st,RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7563,40389,1119,A9,90014_A9,3700000,46F,W,90014,3rd,N,n,1,N_RESI,6,6,0,2,0,65,34,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,3,0.492160423,29157,1,y,238111,51
7564,40392,1122,A9,90023_A9,800000,46F,W,90023,1st,N,n,2,RESI,9,9,0,3,19,8,31,n,n,n,5,2nd,RESI,2,1,3,3,2,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7565,40396,1126,A9,90026_A9,0,46F,W,90026,3rd,N,n,1,N_RESI,2,2,0,2,0,0,27,n,n,n,3,1st,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7566,40399,1129,A9,90027_A9,0,46F,W,90027,1st,N,n,1,RESI,3,3,0,2,0,0,39,n,n,n,3,1st,RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7567,40402,1132,A9,90035_A9,0,46F,W,90035,3rd,N,n,2,N_RESI,5,5,0,3,0,0,25,n,n,n,5,2nd,N_RESI,2,0,3,0,2,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7569,40407,1137,A9,90040_A9,0,46F,W,90040,2nd,N,n,1,N_RESI,2,2,0,2,0,0,27,n,n,n,2,1st,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7570,40410,1140,A9,90044_A9,2820000,46F,W,90044,3rd,N,n,1,N_RESI,9,9,0,3,0,53,39,Y,n,n,2,1st,N_RESI,1,1,3,0,0,3,0,0,,0,2,0.492160423,29157,1,y,238111,51
7572,40417,1147,A9,90052_A9,340000,46F,W,90052,1st,N,n,1,RESI,5,5,0,2,0,17,29,n,Y,n,1,1st,RESI,1,0,2,0,0,0,3,0,,0,0,0.492160423,29157,1,y,238111,51
7575,40424,1154,A9,90056_A9,0,46F,W,90056,2nd,N,n,1,N_RESI,2,2,0,2,0,0,29,n,n,n,1,1st,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7577,40427,1157,A9,90061_A9,0,46F,W,90061,3rd,N,n,1,N_RESI,0,0,-5,2,0,0,32,n,n,n,4,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7578,40430,1160,A9,90062_A9,0,46F,W,90062,3rd,N,n,2,N_RESI,6,6,0,3,0,0,30,n,n,n,3,1st,N_RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7580,40442,1172,A9,90071_A9,0,46F,W,90071,1st,N,n,1,RESI,4,4,0,3,0,0,33,n,n,n,1,1st,RESI,1,1,3,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7582,40454,1184,A9,90095_A9,1100000,46F,W,90095,3rd,N,n,1,N_RESI,3,3,0,2,0,11,32,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7583,40457,1187,A9,90100_A9,0,46F,W,90100,2nd,N,n,1,N_RESI,3,3,0,2,0,0,38,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7584,40460,1190,A9,90102_A9,0,46F,W,90102,3rd,N,n,1,N_RESI,3,3,0,2,0,0,36,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7586,40470,1200,A9,90110_A9,660000,46F,W,90110,3rd,N,n,1,N_RESI,5,5,0,2,0,33,29,n,n,n,3,1st,N_RESI,1,0,2,0,0,0,0,0,Y,3,0,0.492160423,29157,1,y,238111,51
7588,40475,1205,A9,90113_A9,0,46F,W,90113,1st,N,n,1,RESI,3,3,0,2,0,0,31,n,n,n,1,1st,RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7589,40477,1207,A9,90118_A9,3350000,46F,W,90118,3rd,N,n,2,N_RESI,10,10,0,3,0,72,43,n,n,n,5,2nd,N_RESI,2,2,3,0,2,0,0,0,,0,3,0.492160423,29157,1,y,238111,51
7590,40481,1211,A9,90123_A9,0,46F,W,90123,1st,N,n,2,RESI,6,6,0,3,0,0,33,n,n,n,2,1st,RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7591,40484,1214,A9,90126_A9,3600000,46F,W,90126,2nd,N,n,1,N_RESI,3,3,0,2,0,36,28,n,n,n,1,1st,N_RESI,1,0,2,0,0,0,0,0,,0,1,0.492160423,29157,1,y,238111,51
7592,40486,1216,A9,90127_A9,1220000,46F,W,90127,1st,N,n,1,RESI,7,7,0,3,0,61,33,n,n,n,4,2nd,RESI,1,1,3,0,0,0,0,0,,0,3,0.492160423,29157,1,y,238111,51
7594,40494,1224,A9,90132_A9,0,46F,W,90132,2nd,N,Y,1,N_RESI,2,2,0,2,0,0,29,n,n,n,5,2nd,N_RESI,1,0,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7599,40521,1251,A9,90162_A9,0,46F,W,90162,1st,N,n,1,RESI,6,6,0,2,30,0,30,n,n,n,3,1st,RESI,1,1,2,3,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7600,40524,1254,A9,90163_A9,240000,46F,W,90163,2nd,N,n,1,N_RESI,3,3,0,2,0,12,32,n,n,n,1,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7602,40533,1263,A9,90169_A9,0,46F,W,90169,1st,N,n,1,RESI,1,1,-3,2,2,0,31,n,n,n,4,2nd,RESI,1,1,2,1,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7603,40539,1269,A9,90184_A9,0,46F,W,90184,1st,N,n,1,RESI,4,4,0,2,1,0,35,n,n,n,2,1st,RESI,1,1,2,1,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7605,40543,1273,A9,90188_A9,10000000,46F,W,90188,1st,N,n,1,RESI,9,9,0,2,0,100,36,n,Y,n,3,1st,RESI,1,1,2,0,0,0,3,0,,0,3,0.492160423,29157,1,y,238111,51
7606,40550,1280,A9,90192_A9,0,46F,W,90192,1st,N,Y,2,RESI,6,6,0,3,0,0,36,n,n,n,3,1st,RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7607,40554,1284,A9,90197_A9,5000000,46F,W,90197,3rd,N,n,1,N_RESI,6,6,0,2,0,64,34,n,n,n,4,2nd,N_RESI,1,1,2,0,0,0,0,0,,0,3,0.492160423,29157,1,y,238111,51
7608,40557,1287,A9,90200_A9,140000,46F,W,90200,3rd,N,n,1,N_RESI,3,3,0,2,0,7,33,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7609,40559,1289,A9,90201_A9,2000000,46F,W,90201,3rd,N,n,1,N_RESI,3,3,0,2,0,20,36,n,n,n,3,1st,N_RESI,1,1,2,0,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7610,40562,1292,A9,90207_A9,0,46F,W,90207,1st,N,n,1,RESI,8,8,0,1,26,0,37,n,n,n,4,2nd,RESI,1,1,1,3,0,0,0,0,Y,3,0,0.492160423,29157,1,y,238111,51
7613,40575,1305,A9,90228_A9,2280000,46F,W,90228,2nd,N,Y,1,N_RESI,6,6,0,2,0,114,32,n,n,n,2,1st,N_RESI,1,1,2,0,0,0,0,0,,0,3,0.492160423,29157,1,y,238111,51
7614,40578,1308,A9,90229_A9,0,46F,W,90229,3rd,N,n,2,N_RESI,1,1,-5,3,0,0,30,n,n,n,3,1st,N_RESI,2,1,3,0,2,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
7615,40582,1312,A9,90232_A9,0,46F,W,90232,1st,N,n,1,RESI,4,4,0,2,1,0,30,n,n,n,2,1st,RESI,1,1,2,1,0,0,0,0,,0,0,0.492160423,29157,1,y,238111,51
